,nom,public_prive,commune,departement,ips,taux_mention_bien+
2261,DE MARLY,PUBLIC,RIBECOURT-DRESLINCOURT,OISE,96.7,41.0
2262,SAINT-DOMINIQUE,PRIVE,LABRUGUIERE,TARN,96.7,43.6
2263,PENDILLON,PRIVE,SAINT-DONAT-SUR-L'HERBASSE,DROME,96.7,44.2
2264,ST JOSEPH,PRIVE,LE MAY-SUR-EVRE,MAINE-ET-LOIRE,96.8,49.0
2265,AMIRAL DENIS DECRES,PUBLIC,CHATEAUVILLAIN,HAUTE-MARNE,96.8,52.3
2266,SACRE COEUR,PRIVE,EVRON,MAYENNE,96.8,56.8
2267,MARAIS DE VILLIERS,PUBLIC,MONTREUIL,SEINE-SAINT-DENIS,96.8,44.1
2268,VOLTAIRE,PUBLIC,BESANCON,DOUBS,96.8,46.0
2269,THIERS,PUBLIC,MARSEILLE  1ER ARRONDISSEMENT,BOUCHES-DU-RHONE,96.8,64.5
2270,TIPHAIGNE DE LA ROCHE,PUBLIC,MONTEBOURG,MANCHE,96.8,47.9
2271,GEORGES BRAQUE,PUBLIC,DIEPPE,SEINE MARITIME,96.8,48.2
2272,LE DEVOIR,PRIVE,CHALON-SUR-SAONE,SAONE-ET-LOIRE,96.8,44.2
2273,PAUL LANGEVIN,PUBLIC,OLONNE-SUR-MER,VENDEE,96.8,45.9
2274,BEAUREGARD,PUBLIC,BURIE,CHARENTE-MARITIME,96.8,55.1
2275,ROZ AVEL,PUBLIC,GUERLESQUIN,FINISTERE,96.8,55.6
2276,FRANCOIS VILLON,PUBLIC,SAINT-VARENT,DEUX-SEVRES,96.8,51.9
2277,SAINT EXUPERY,PUBLIC,LE CONTROIS-EN-SOLOGNE,LOIR-ET-CHER,96.8,45.2
2278,PIERRE BROSSOLETTE,PUBLIC,NOGENT-LE-ROTROU,EURE-ET-LOIR,96.8,40.1
2279,RENE CASSIN,PUBLIC,BALLON-SAINT MARS,SARTHE,96.8,45.8
2280,VOLTAIRE,PUBLIC,USSEL,CORREZE,96.9,41.0
2281,SAINTE CHRETIENNE,PRIVE,SAINT-AVOLD,MOSELLE,96.9,58.6
2282,MARIE EUSTELLE,PRIVE,MARANS,CHARENTE-MARITIME,96.9,41.5
2283,PIERRE CLAUDE,PUBLIC,SARRE-UNION,BAS-RHIN,96.9,55.2
2284,CHARLES BRUNEAU,PUBLIC,VIREUX-WALLERAND,ARDENNES,96.9,65.4
2285,HAUTE-BRUCHE,PUBLIC,SCHIRMECK,BAS-RHIN,96.9,57.7
2286,ALEXANDRE MACAL,PUBLIC,SAINT-FRANCOIS,GUADELOUPE,96.9,47.8
2287,GASTON BACHELARD,PUBLIC,DIJON,COTE D'OR,96.9,63.2
2288,JEAN MOULIN,PUBLIC,SAINT-GAULTIER,INDRE,96.9,44.4
2289,CAMILLE DU GAST,PUBLIC,ACHERES,YVELINES,96.9,44.3
2290,ST JOSEPH,PRIVE,GUERLEDAN,COTES D'ARMOR,96.9,50.4
2291,ROME DE L'ISLE,PUBLIC,GRAY,HAUTE-SAONE,96.9,41.6
2292,ANTOINE DELAFONT,PUBLIC,MONTMOREAU,CHARENTE,96.9,43.7
2293,ANTOINE DE SAINT-EXUPERY,PUBLIC,VANNES,MORBIHAN,96.9,54.3
2294,GEORGES CLEMENCEAU,PUBLIC,SARTENE,CORSE-DU-SUD,96.9,40.4
2295,SAINT VIATEUR,PRIVE,AMPLEPUIS,RHONE,96.9,53.9
2296,ST TREMEUR,PRIVE,CARHAIX-PLOUGUER,FINISTERE,96.9,50.3
2297,STE ANNE,PRIVE,LA GACILLY,MORBIHAN,96.9,49.0
2298,LOUIS PASTEUR,PUBLIC,PETIT-COURONNE,SEINE MARITIME,96.9,47.1
2299,ROGER BOYER,PUBLIC,CUISEAUX,SAONE-ET-LOIRE,97.0,43.1
2300,GEORGE VILLE,PUBLIC,PONT-SAINT-ESPRIT,GARD,97.0,43.3
2301,LE HAMELET,PUBLIC,LOUVIERS,EURE,97.0,42.8
2302,GEORGES BRASSENS,PUBLIC,ECOUCHE-LES-VALLEES,ORNE,97.0,48.5
2303,JEAN MOULIN,PUBLIC,BARBEZIEUX-SAINT-HILAIRE,CHARENTE,97.0,50.8
2304,LAMARTINE,PUBLIC,SOISSONS,AISNE,97.0,47.3
2305,LOUIS ET MARIE FICHEZ,PUBLIC,PLOUESCAT,FINISTERE,97.0,48.1
2306,CHARLES HERMITE,PUBLIC,DIEUZE,MOSELLE,97.0,53.3
2307,ARRETXEA,PRIVE,SAINT-PEE-SUR-NIVELLE,PYRENEES-ATLANTIQUES,97.0,60.5
2308,ESPLANADE,PUBLIC,SAINT-OMER,PAS-DE-CALAIS,97.0,59.2
2309,LUCIE AUBRAC,PUBLIC,MORVILLARS,TERRITOIRE DE BELFORT,97.0,59.0
2310,MAURICE BECANNE,PUBLIC,TOULOUSE,HAUTE-GARONNE,97.0,52.8
2311,PIERRE VAUX,PUBLIC,PIERRE-DE-BRESSE,SAONE-ET-LOIRE,97.0,44.3
2312,LE PUITS DE LA ROCHE,PUBLIC,RICHELIEU,INDRE-ET-LOIRE,97.0,25.9
2313,GALILEE,PUBLIC,LINGOLSHEIM,BAS-RHIN,97.0,53.3
2314,PAUL CEZANNE,PUBLIC,BRIGNOLES,VAR,97.0,44.0
2315,SAINTE TRINITE,PRIVE,FALAISE,CALVADOS,97.0,55.2
2316,PAUL ESQUINANCE,PUBLIC,LA REOLE,GIRONDE,97.0,47.2
2317,SIMONE VEIL,PUBLIC,CHATEAURENARD,BOUCHES-DU-RHONE,97.1,48.6
2318,CHAMP D EYMET,PUBLIC,PELLEGRUE,GIRONDE,97.1,54.3
2319,DU MAZELOT,PUBLIC,ANGLURE,MARNE,97.1,48.1
2320,ST PIERRE,PRIVE,DANGE-SAINT-ROMAIN,VIENNE,97.1,45.8
2321,DE L'ARGONNE,PUBLIC,CLERMONT-EN-ARGONNE,MEUSE,97.1,60.7
2322,JEAN ZAY,PUBLIC,CHINON,INDRE-ET-LOIRE,97.1,57.9
2323,IRENE JOLIOT-CURIE,PUBLIC,AIGUES-MORTES,GARD,97.1,42.9
2324,ALCIDE DUSOLIER,PUBLIC,NONTRON,DORDOGNE,97.1,47.3
2325,BERTRAND LARALDE,PUBLIC,MONTREJEAU,HAUTE-GARONNE,97.1,52.1
2326,FRANCINE FROMOND,PUBLIC,FRESNES,VAL-DE-MARNE,97.1,33.9
2327,ANDRE MAUROIS,PUBLIC,MENTON,ALPES-MARITIMES,97.1,36.2
2328,JULIEN DUMAS,PUBLIC,NERONDES,CHER,97.1,50.8
2329,CLAUDE DEBUSSY,PUBLIC,ROMANS-SUR-ISERE,DROME,97.1,51.9
2330,SAINT-EXUPERY,PUBLIC,CONDOM,GERS,97.1,59.8
2331,JEAN ROSTAND,PUBLIC,CASTELJALOUX,LOT-ET-GARONNE,97.1,48.8
2332,DES SEPT EPIS,PUBLIC,SAINT-ANDRE-DE-L'EURE,EURE,97.1,55.7
2333,ST MICHEL GARICOITS,PRIVE,CAMBO-LES-BAINS,PYRENEES-ATLANTIQUES,97.1,63.9
2334,ALBERT CALMETTE,PUBLIC,LIMOGES,HAUTE-VIENNE,97.2,46.6
2335,LE GRAND CEDRE,PUBLIC,COLIGNY,AIN,97.2,46.0
2336,LES DEUX RIVIERES,PUBLIC,MOULINS-ENGILBERT,NIEVRE,97.2,48.4
2337,EMILE COMBES,PUBLIC,PONS,CHARENTE-MARITIME,97.2,50.0
2338,DESAIX,PUBLIC,TARBES,HAUTES-PYRENEES,97.2,46.8
2339,MARIE CURIE,PUBLIC,RION-DES-LANDES,LANDES,97.2,47.8
2340,MAURICE MAETERLINCK,PUBLIC,LUNERAY,SEINE MARITIME,97.2,50.2
2341,JEAN MONNET,PUBLIC,BROONS,COTES D'ARMOR,97.2,51.3
2342,ELSA TRIOLET,PUBLIC,VARENNES-SUR-SEINE,SEINE-ET-MARNE,97.2,60.6
2343,LA MAILLIERE,PUBLIC,LOGNES,SEINE-ET-MARNE,97.2,47.7
2344,BORIS VIAN,PUBLIC,TALANT,COTE D'OR,97.2,38.0
2345,PAUL ELUARD,PUBLIC,BRETIGNY-SUR-ORGE,ESSONNE,97.2,33.7
2346,-,PUBLIC,LEDIGNAN,GARD,97.2,52.6
2347,DE LA LIONCHERE,PUBLIC,TENCE,HAUTE-LOIRE,97.2,67.6
2348,JULIEN MAUNOIR,PRIVE,SAINT-GEORGES-DE-REINTEMBAULT,ILLE-ET-VILAINE,97.2,43.0
2349,NOTRE-DAME,PRIVE,LA FERTE MACE,ORNE,97.2,53.0
2350,JEAN VALETTE,PUBLIC,SAINT-AMAND-MONTROND,CHER,97.2,45.3
2351,ANTOINE DE SAINT-EXUPERY,PUBLIC,LESNEVEN,FINISTERE,97.2,58.6
2352,ARIANE,PUBLIC,ARGENTEUIL,VAL-D'OISE,97.2,40.1
2353,LUCIE AUBRAC,PUBLIC,CASTELMORON-SUR-LOT,LOT-ET-GARONNE,97.2,51.4
2354,JEAN MOULIN,PUBLIC,SAINT-JACQUES-DE-LA-LANDE,ILLE-ET-VILAINE,97.2,52.7
2355,ALBERT JACQUARD,PUBLIC,LURE,HAUTE-SAONE,97.2,52.5
2356,JEAN-JACQUES KIEFFER,PUBLIC,BITCHE,MOSELLE,97.3,53.3
2357,ANDRE MALRAUX,PUBLIC,BAIGNES-SAINTE-RADEGONDE,CHARENTE,97.3,51.8
2358,GASTON COUTE,PUBLIC,LES VILLAGES VOVEENS,EURE-ET-LOIR,97.3,39.3
2359,ST AUBIN,PRIVE,LANGUIDIC,MORBIHAN,97.3,55.3
2360,JACQUES PREVERT,PUBLIC,COUTANCES,MANCHE,97.3,45.5
2361,VALLEE VIOLETTE,PUBLIC,JOUE-LES-TOURS,INDRE-ET-LOIRE,97.3,44.0
2362,ROGER GAUDEAU,PUBLIC,LES ANDELYS,EURE,97.3,40.7
2363,FRANCOIS MITTERRAND,PUBLIC,MONTBRON,CHARENTE,97.3,50.5
2364,DES AVALOIRS,PUBLIC,PRE-EN-PAIL-SAINT-SAMSON,MAYENNE,97.3,40.6
2365,JEANNE D'ARC,PRIVE,MAZAMET,TARN,97.3,54.0
2366,INGRES,PUBLIC,MONTAUBAN,TARN-ET-GARONNE,97.3,53.8
2367,JEAN ROSTAND,PUBLIC,SAINT-GERMAIN-DU-PUY,CHER,97.3,51.3
2368,STE ANNE,PRIVE,LOIREAUXENCE,LOIRE-ATLANTIQUE,97.3,54.9
2369,LOUIS ARAGON,PUBLIC,JARNY,MEURTHE-ET-MOSELLE,97.4,51.7
2370,THOMAS RIBOUD,PUBLIC,BOURG-EN-BRESSE,AIN,97.4,51.2
2371,JOLIOT-CURIE,PUBLIC,CHATILLON-SUR-INDRE,INDRE,97.4,40.4
2372,LA COMBE DE SAVOIE,PUBLIC,ALBERTVILLE,SAVOIE,97.4,47.7
2373,DE BROU,PUBLIC,BOURG-EN-BRESSE,AIN,97.4,53.3
2374,LA VALLEE DU THORE,PUBLIC,LABASTIDE-ROUAIROUX,TARN,97.4,50.5
2375,YVON MORANDAT,PUBLIC,SAINT-DENIS-LES-BOURG,AIN,97.4,58.8
2376,ST J.DE COMPOSTELLE,PRIVE,NANTES,LOIRE-ATLANTIQUE,97.4,30.8
2377,GERARD DE NERVAL,PUBLIC,VITRE,ILLE-ET-VILAINE,97.4,49.1
2378,PIERRE ET MARIE CURIE,PUBLIC,CHEMILLE-EN-ANJOU,MAINE-ET-LOIRE,97.4,41.9
2379,JEAN MONNET,PUBLIC,EPERNAY,MARNE,97.4,49.6
2380,JEAN CHARCOT,PUBLIC,LYON  5E  ARRONDISSEMENT,RHONE,97.4,55.8
2381,ALBERT CAMUS,PUBLIC,VIERZON,CHER,97.4,45.5
2382,LOUIS PERGAUD,PUBLIC,FOUG,MEURTHE-ET-MOSELLE,97.4,56.4
2383,LE PUY D'ALON,PUBLIC,SOUILLAC,LOT,97.4,44.6
2384,JEAN-CLAUDE DAUPHIN,PUBLIC,NONANCOURT,EURE,97.4,37.4
2385,JEAN-JACQUES ROUSSEAU,PUBLIC,THIANT,NORD,97.4,53.9
2386,CLEMENCE ISAURE,PUBLIC,TOULOUSE,HAUTE-GARONNE,97.4,53.4
2387,DU JUSTEMONT,PUBLIC,VITRY-SUR-ORNE,MOSELLE,97.4,49.1
2388,DINET,PUBLIC,SEURRE,COTE D'OR,97.4,37.9
2389,LA GRANGE AUX BELLES,PUBLIC,PARIS 10E  ARRONDISSEMENT,PARIS,97.5,52.0
2390,JEAN MONNET,PUBLIC,SAINT-CIERS-SUR-GIRONDE,GIRONDE,97.5,44.3
2391,LE VOLOZEN,PUBLIC,QUINTIN,COTES D'ARMOR,97.5,53.1
2392,-,PUBLIC,ROCHECHOUART,HAUTE-VIENNE,97.5,45.5
2393,GEORGES BRASSENS,PUBLIC,PONT-EVEQUE,ISERE,97.5,49.4
2394,GEORGE SAND,PUBLIC,BEAUVAIS,OISE,97.5,44.8
2395,LES SOURCES,PUBLIC,LE MANS,SARTHE,97.5,41.9
2396,LANGEVIN WALLON,PUBLIC,BLAINVILLE-SUR-L'EAU,MEURTHE-ET-MOSELLE,97.5,52.0
2397,JEAN CHARCOT,PUBLIC,FRESNES,VAL-DE-MARNE,97.5,42.4
2398,LES MARCHES DE L'OCCITANIE,PUBLIC,PIEGUT-PLUVIERS,DORDOGNE,97.5,55.9
2399,COLBERT,PUBLIC,CHATEAUROUX,INDRE,97.5,47.1
2400,NOTRE DAME DE MONT ROLAND,PRIVE,DOLE,JURA,97.5,45.9
2401,SEVIGNE,PUBLIC,FLERS,ORNE,97.5,62.6
2402,ST MARTIN,PRIVE,MONTSURS,MAYENNE,97.5,51.3
2403,CHARLES WALCH,PUBLIC,THANN,HAUT-RHIN,97.5,48.0
2404,HENRI BRETIN,PUBLIC,NEUVIC,DORDOGNE,97.5,51.1
2405,JEAN EMOND,PUBLIC,VENDOME,LOIR-ET-CHER,97.5,44.2
2406,CAPEYRON,PUBLIC,MERIGNAC,GIRONDE,97.6,50.5
2407,DU HUGSTEIN,PUBLIC,BUHL,HAUT-RHIN,97.6,51.6
2408,JEAN MOULIN,PUBLIC,RODEZ,AVEYRON,97.6,45.9
2409,AMEDEE BISCH,PUBLIC,BEYNAT,CORREZE,97.6,43.6
2410,PIERRE ET MARIE CURIE,PUBLIC,NEUFCHATEAU,VOSGES,97.6,48.0
2411,GASTON RAMON,PUBLIC,VILLENEUVE-L'ARCHEVEQUE,YONNE,97.6,39.9
2412,RENE CASSIN,PUBLIC,GUENANGE,MOSELLE,97.6,56.7
2413,HENRI WALLON,PUBLIC,VIGNEUX-SUR-SEINE,ESSONNE,97.6,37.2
2414,JEAN PAUL GUYOT,PUBLIC,MANDEURE,DOUBS,97.6,53.8
2415,SAINTE THERESE,PRIVE,COUILLY-PONT-AUX-DAMES,SEINE-ET-MARNE,97.6,58.8
2416,EMILE HUGOT,PUBLIC,SAINT-DENIS,LA REUNION,97.6,58.4
2417,ANDRE MALRAUX,PUBLIC,PARON,YONNE,97.6,45.0
2418,RENE CASSIN,PUBLIC,ATHIS-VAL DE ROUVRE,ORNE,97.6,50.6
2419,ANDRE FARGEAS,PUBLIC,LUBERSAC,CORREZE,97.6,47.3
2420,LE PORTALET NOTRE DAME,PRIVE,LARGENTIERE,ARDECHE,97.6,52.0
2421,ARMAND FALLIERES,PUBLIC,MEZIN,LOT-ET-GARONNE,97.6,61.4
2422,MARIE-HELENE CARDOT,PUBLIC,DOUZY,ARDENNES,97.7,51.4
2423,NOTRE DAME DU PONT,PRIVE,LANESTER,MORBIHAN,97.7,53.5
2424,RAYMOND LOEWY,PUBLIC,LA SOUTERRAINE,CREUSE,97.7,48.6
2425,SACRE COEUR,PRIVE,DOMFRONT EN POIRAIE,ORNE,97.7,46.2
2426,JEANNE D ARC,PRIVE,APT,VAUCLUSE,97.7,43.7
2427,BELLEVUE,PUBLIC,GUEMENE-PENFAO,LOIRE-ATLANTIQUE,97.7,46.4
2428,LOUIS PASTEUR,PUBLIC,MACON,SAONE-ET-LOIRE,97.7,46.5
2429,ROLAND VAUDATIN,PUBLIC,GAVRAY-SUR-SIENNE,MANCHE,97.7,61.4
2430,JULES VERNE,PUBLIC,LE SOLER,PYRENEES-ORIENTALES,97.7,47.5
2431,BLAISE PASCAL,PUBLIC,ARGENTONNAY,DEUX-SEVRES,97.7,48.2
2432,CHRISTIAN BOURQUIN,PUBLIC,MILLAS,PYRENEES-ORIENTALES,97.7,51.1
2433,GABRIEL GOUSSAULT,PUBLIC,VIBRAYE,SARTHE,97.7,46.4
2434,LA SAINTE FAMILLE JEANNE D'ARC,PRIVE,MOISSAC,TARN-ET-GARONNE,97.7,50.4
2435,MAUPERTUIS-ST BENOIT,PRIVE,LE MANS,SARTHE,97.7,34.5
2436,ROGER CONTREPAS,PUBLIC,MARSILLARGUES,HERAULT,97.7,51.7
2437,GEORGE SAND,PUBLIC,LA CHATRE,INDRE,97.7,44.6
2438,CLAUDE DEBUSSY,PUBLIC,MARGNY-LES-COMPIEGNE,OISE,97.7,54.7
2439,LEON DELAGRANGE,PUBLIC,NEUVILLE-AUX-BOIS,LOIRET,97.7,41.1
2440,JEAN-JACQUES SOULIER,PUBLIC,MONTLUCON,ALLIER,97.7,54.5
2441,ELISABETH ET ROBERT BADINTER,PUBLIC,LA COURONNE,CHARENTE,97.8,49.3
2442,ANITA CONTI,PUBLIC,LORIENT,MORBIHAN,97.8,46.3
2443,DES FONTAINETTES,PUBLIC,SAINT-AUBIN-EN-BRAY,OISE,97.8,48.3
2444,PIERRE LAROUSSE,PUBLIC,TOUCY,YONNE,97.8,47.0
2445,FERDINAND BUISSON,PUBLIC,THIAUCOURT-REGNIEVILLE,MEURTHE-ET-MOSELLE,97.8,58.8
2446,EVIRE,PUBLIC,ANNECY,HAUTE SAVOIE,97.8,47.5
2447,BERTY ALBRECHT,PUBLIC,SAINTE-MAXIME,VAR,97.8,36.0
2448,JEAN MALRIEU,PUBLIC,MARSEILLE  5E  ARRONDISSEMENT,BOUCHES-DU-RHONE,97.8,43.8
2449,ANDRE BAUCHANT,PUBLIC,CHATEAU-RENAULT,INDRE-ET-LOIRE,97.8,41.8
2450,ST JOSEPH,PRIVE,PIPRIAC,ILLE-ET-VILAINE,97.8,58.8
2451,LOUIS LAUNAY,PUBLIC,LANDIVY,MAYENNE,97.8,52.8
2452,DU NONNENBRUCH,PUBLIC,LUTTERBACH,HAUT-RHIN,97.8,48.7
2453,ST EXUPERY,PUBLIC,PARENTIS-EN-BORN,LANDES,97.8,49.2
2454,ALICE ET JEAN OLIBO,PUBLIC,SAINT-CYPRIEN,PYRENEES-ORIENTALES,97.8,47.0
2455,GERNEZ RIEUX,PUBLIC,RONCHIN,NORD,97.8,58.1
2456,FERDINAND SARRIEN,PUBLIC,BOURBON-LANCY,SAONE-ET-LOIRE,97.8,52.1
2457,NOTRE DAME,PRIVE,LESPARRE-MEDOC,GIRONDE,97.8,51.2
2458,ABEL LEFRANC,PUBLIC,LASSIGNY,OISE,97.8,46.0
2459,ARISTIDE BRUANT,PUBLIC,COURTENAY,LOIRET,97.8,38.8
2460,FRANCOIS RABELAIS,PUBLIC,CLOYES-LES-TROIS-RIVIERES,EURE-ET-LOIR,97.8,40.7
2461,FRANCOISE SELIGMANN,PUBLIC,PARIS 10E  ARRONDISSEMENT,PARIS,97.8,60.5
2462,MARCEL BONY,PUBLIC,MURAT-LE-QUAIRE,PUY-DE-DOME,97.9,35.8
2463,JEAN PERRIN,PUBLIC,LE KREMLIN-BICETRE,VAL-DE-MARNE,97.9,45.3
2464,LOUIS PERGAUD,PUBLIC,FRESNES-EN-WOEVRE,MEUSE,97.9,52.4
2465,LES GOELANDS,PRIVE,SAINT-RAMBERT-D'ALBON,DROME,97.9,47.4
2466,EUGENIE DE POMEY,PUBLIC,AMPLEPUIS,RHONE,97.9,49.1
2467,GUSTAVE MONOD,PUBLIC,MONTELIMAR,DROME,97.9,51.9
2468,JEAN BEAUFRET,PUBLIC,AUZANCES,CREUSE,97.9,50.0
2469,DANIEL ARGOTE,PUBLIC,ORTHEZ,PYRENEES-ATLANTIQUES,97.9,50.0
2470,JULES FERRY,PUBLIC,BOURBRIAC,COTES D'ARMOR,97.9,52.9
2471,LOUIS PERGAUD,PUBLIC,PIERREFONTAINE-LES-VARANS,DOUBS,97.9,58.8
2472,BEAULIEU,PUBLIC,CHATEAUROUX,INDRE,97.9,47.4
2473,FRANCOIS RABELAIS,PUBLIC,HENIN-BEAUMONT,PAS-DE-CALAIS,97.9,45.7
2474,ARNAULT DE MAREUIL,PUBLIC,MAREUIL EN PERIGORD,DORDOGNE,97.9,54.8
2475,JEAN BAPTISTE DARNET,PUBLIC,SAINT-YRIEIX-LA-PERCHE,HAUTE-VIENNE,97.9,35.5
2476,LA CHATAIGNERAIE,PUBLIC,AUTUN,SAONE-ET-LOIRE,97.9,51.5
2477,PAUL BERT,PUBLIC,CAPESTANG,HERAULT,97.9,50.0
2478,ST THOMAS D'AQUIN,PRIVE,MAMERS,SARTHE,97.9,51.4
2479,ROLAND GARROS,PUBLIC,SAINT-GERMAIN-LES-ARPAJON,ESSONNE,97.9,35.8
2480,HENRI IV,PUBLIC,MEAUX,SEINE-ET-MARNE,98.0,38.4
2481,JOSEPH CHAUMIE,PUBLIC,AGEN,LOT-ET-GARONNE,98.0,54.0
2482,ANJOU-BRETAGNE,PUBLIC,MAUGES-SUR-LOIRE,MAINE-ET-LOIRE,98.0,35.3
2483,DE PREUILLY-SUR-CLAISE ET DU G,PUBLIC,PREUILLY-SUR-CLAISE,INDRE-ET-LOIRE,98.0,48.5
2484,AUGUSTE ET JEAN RENOIR,PUBLIC,LA ROCHE-SUR-YON,VENDEE,98.0,49.3
2485,CARCO PLUS ANNEXE LA FOUILLADE,PUBLIC,VILLEFRANCHE-DE-ROUERGUE,AVEYRON,98.0,55.0
2486,VICTOR HUGO,PUBLIC,TULLE,CORREZE,98.0,42.0
2487,WOLFGANG AMADEUS MOZART,PUBLIC,ATHIS-MONS,ESSONNE,98.0,34.8
2488,SAINTE GENEVIEVE,PRIVE,BOLBEC,SEINE MARITIME,98.0,49.0
2489,LOUIS PASTEUR,PUBLIC,SAINT-LO,MANCHE,98.0,49.5
2490,BELLEVUE,PUBLIC,DANGE-SAINT-ROMAIN,VIENNE,98.0,41.0
2491,JEAN JAURES,PUBLIC,BANNALEC,FINISTERE,98.0,57.7
2492,JULES FERRY,PUBLIC,MERIGNAC,GIRONDE,98.0,60.1
2493,LOUIS JOUVET,PUBLIC,VILLEURBANNE,RHONE,98.0,51.5
2494,GUILLAUME BUDE,PUBLIC,MAUBEUGE,NORD,98.0,48.9
2495,SUZANNE BOUTELOUP,PUBLIC,MAYET,SARTHE,98.0,42.5
2496,CHARLES PEGUY,PRIVE,BOBIGNY,SEINE-SAINT-DENIS,98.1,82.7
2497,MULTISITE ASFELD - CHATEAU POR,PUBLIC,ASFELD,ARDENNES,98.1,46.0
2498,ANTOINE DE ST EXUPERY,PRIVE,POUZAUGES,VENDEE,98.1,48.8
2499,RAYMOND QUENEAU,PUBLIC,TESSY-BOCAGE,MANCHE,98.1,53.4
2500,LAKANAL,PUBLIC,TREIGNAC,CORREZE,98.1,34.9
2501,BOIS DES DAMES,PUBLIC,SAINT-GERMAIN-DU-BOIS,SAONE-ET-LOIRE,98.1,52.8
2502,CLEUNAY,PUBLIC,RENNES,ILLE-ET-VILAINE,98.1,50.0
2503,JOSEPH-PAUL RAMBAUD,PUBLIC,PAMIERS,ARIEGE,98.1,48.6
2504,SAINT JOSEPH,PRIVE,LILLE,NORD,98.1,47.1
2505,JEAN MOULIN,PUBLIC,POITIERS,VIENNE,98.1,47.6
2506,DE LA LARGUE,PUBLIC,SEPPOIS-LE-BAS,HAUT-RHIN,98.1,47.7
2507,FLORA TRISTAN,PUBLIC,PARIS 20E  ARRONDISSEMENT,PARIS,98.1,53.3
2508,MARC BLOCH,PUBLIC,BONNAT,CREUSE,98.1,34.4
2509,PAUL ELUARD,PUBLIC,GUERLEDAN,COTES D'ARMOR,98.2,63.9
2510,JULES FERRY,PUBLIC,LE THILLOT,VOSGES,98.2,52.3
2511,DANIEL FAUCHER,PUBLIC,LORIOL-SUR-DROME,DROME,98.2,42.1
2512,ANDRE LEROI-GOURHAN,PUBLIC,VERMENTON,YONNE,98.2,56.0
2513,DE LA HAUTE MEURTHE,PUBLIC,FRAIZE,VOSGES,98.2,51.1
2514,SIMONE SIGNORET,PUBLIC,LE VAL D'HAZEY,EURE,98.2,45.7
2515,GUILLAUME VENTO,PUBLIC,MENTON,ALPES-MARITIMES,98.2,38.4
2516,JULES VERNE,PUBLIC,PARIS 12E  ARRONDISSEMENT,PARIS,98.2,51.8
2517,JEAN DE LA FONTAINE,PUBLIC,SAINT-GERMAIN-DES-FOSSES,ALLIER,98.2,59.4
2518,LE VERGER,PUBLIC,AURAY,MORBIHAN,98.2,53.9
2519,JOSEPH D'ARBAUD,PUBLIC,BARJOLS,VAR,98.2,37.5
2520,PONT DE LA MAYE,PUBLIC,VILLENAVE-D'ORNON,GIRONDE,98.2,51.3
2521,PIERRE MENDES-FRANCE,PUBLIC,WOIPPY,MOSELLE,98.2,53.5
2522,JULIEN FRANCK,PUBLIC,CHAMPIGNEULLES,MEURTHE-ET-MOSELLE,98.2,54.9
2523,PIERRE REVERDY,PUBLIC,SABLE-SUR-SARTHE,SARTHE,98.2,47.9
2524,FERNAND LEGER,PUBLIC,VIERZON,CHER,98.2,39.7
2525,MILES DE NOYERS,PUBLIC,NOYERS,YONNE,98.2,53.9
2526,LEOPOLD DUSSAIGNE,PUBLIC,JONZAC,CHARENTE-MARITIME,98.2,51.4
2527,HERVE FAYE,PUBLIC,SAINT-BENOIT-DU-SAULT,INDRE,98.2,45.3
2528,ROBERT DOISNEAU,PUBLIC,SARRALBE,MOSELLE,98.3,54.0
2529,PAYS DE MONTS,PUBLIC,SAINT-JEAN-DE-MONTS,VENDEE,98.3,45.8
2530,LA CROIX DES SARRASINS,PUBLIC,AUXONNE,COTE D'OR,98.3,40.7
2531,DES MONTS D'ARREE,PUBLIC,PLOUNEOUR-MENEZ,FINISTERE,98.3,44.4
2532,ALBERT SCHWEITZER,PUBLIC,NEUFCHATEL-EN-BRAY,SEINE MARITIME,98.3,41.2
2533,JEAN JAURES,PUBLIC,MAUBOURGUET,HAUTES-PYRENEES,98.3,57.4
2534,LA SALLE,PRIVE,LILLE,NORD,98.3,52.3
2535,JULES VERNE,PUBLIC,LE MAYET-DE-MONTAGNE,ALLIER,98.3,50.0
2536,SAINT JOSEPH,PRIVE,GRAVELINES,NORD,98.3,53.7
2537,DU VIVARAIS,PUBLIC,LAMASTRE,ARDECHE,98.3,54.8
2538,GUILLAUME DE CONCHES,PUBLIC,CONCHES-EN-OUCHE,EURE,98.3,42.8
2539,PIERRE DE RONSARD,PUBLIC,LA CHARTRE-SUR-LE-LOIR,SARTHE,98.3,55.5
2540,LE GALINET,PUBLIC,BLAIN,LOIRE-ATLANTIQUE,98.3,41.5
2541,SAINTE ANNE,PRIVE,MAULEON,DEUX-SEVRES,98.3,41.7
2542,JACQUES PREVERT,PUBLIC,GUINGAMP,COTES D'ARMOR,98.3,51.7
2543,FERNAND LEGER,PUBLIC,SAINT-MARTIN-D'HERES,ISERE,98.3,46.1
2544,MARIE CURIE,PUBLIC,SAINT-LAURENT-NOUAN,LOIR-ET-CHER,98.3,38.5
2545,ETCHECOPAR,PRIVE,SAINT-PALAIS,PYRENEES-ATLANTIQUES,98.4,65.9
2546,JEAN JAURES,PUBLIC,MEZE,HERAULT,98.4,52.0
2547,JACQUES DAVIEL,PUBLIC,MESNIL-EN-OUCHE,EURE,98.4,55.5
